;text;sentFator
1481;Petr4 aos 13.90 com topo  em 15,10. Vai perdendo o fundo em 15,56;Neutro
1492;$DASA3 - Dasa (dasa-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/milGFtLri8;Neutro
1496;Ihhhh,o cara deu mesmo call de compra em PETR4 com base no candle de ontem? Traça o Fibonacci melhor ai amigo...rsrs;Positivo
1497;Após Brasil, Petrobras e Eletrobras também têm rating rebaixado pela S&amp,P: As notas acompanha... http://t.co/ESzGINV8o6 #infomoney #vale5;Negativo
1498;#vale5 R$ 30,12 alta de 0,87%, #bbas3 R$ 23,40 queda de 1,80% e #petr4 R$ 15,93 queda de 1,61% #ibovespa nos 51.595 pontos queda de 0,53%;Neutro
1499;A última indicação da #PETR3 resultou em -4.92 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
1500;#VALE5 Suportes e resistências http://t.co/GpppnI8nXZ;Neutro
1501;@picapautrader tou apostando em Vale5. Estímulos na China. Futuros em alta hoje cedo. Será?;Neutro
1503;Vale e siderúrgicas sobem 2%, enquanto 'campeãs' de 2013 lideram perdas, veja mais: Ainda de... http://t.co/nto8w3WmNA #infomoney #vale5;Negativo
1505;#VALE5 O julgamento do recurso especial que discute a cobrança de impostos sobre lucro de empresas controladas... http://t.co/jhrfyqmyNP;Neutro
1506;$PETR3 - Atencao Para O Preco Petrp73 (petr3) http://t.co/frle2I3TBF;Neutro
1507;Se a crise ficar maior, vamos distribuir água com canequinha, diz diretor da Sabesp (#SBSP3). http://t.co/qzCevvOazW;Negativo
1511;Banco do Brasil ON (BBAS3), Gráfico Diário. Ação s... http://t.co/uUcr12d64b;Neutro
1512;Operação feita em CIEL3, rompimento de triângulo simétrico: https://t.co/R6p7tEqEav;Neutro
1516;Itub4, gráfico diário. Fechamento em R$ 32.45 com alta de 0.56%. http://t.co/ibGVRG9exZ;Neutro
1521;Comunicado: O papel BISA3 esta em processo de OPA(fechamento de capital e saída da bolsa), ele será substituído por um novo papel;Neutro
1522;A última indicação da #OIBR4 resultou em -5.36 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
1523;#CSAN3 - Cosan tem lucro líquido de R$256,1 mi no 1º trimestre - http://t.co/VkURA9VncC;Positivo
1525;Como ganhar dinheiro na Bolsa de Valores comprando ações. JBSS3: http://t.co/NVmiEMFC16 via @YouTube;Neutro
1532;RT @daltonvieira: Ações ex-dividendos hoje: ARZZ3, ELPL, EQTL3, GETI, GFSA3, IMCH3, JSLG3, KEPL3, MAGG3 e MILS3. Cotações ajustadas! http:/…;Positivo
1534;'@Dialetos: Idade mental: 'Ele que começou.'';Negativo
1538;Depois de 15 dias parada, de folga do #daytrade....voltei! Operando só PETR4 para aquecer as turbinas!;Positivo
1539;#GGBR4 suportes e resistências http://t.co/plOEedcYsN;Neutro
1541;@jcvolemos VALE5: Sentiu a resistência de 29,90 e lateralizou. Acima de 29,90 pode chegar a 31,33 e abaixo de 29,02 pode chegar a 27,59.;Positivo
1542;Comemora os R$2 bi Pasadena #PETR4? | DILMA comemora o que? http://t.co/sdaggisCGU   s classificação S&amp,P 3 by @SakaSakamori;Negativo
1543;Bbdc4, gráfico diário. Fechamento em R$ 29.51 com alta de 2.22%. http://t.co/sgNgVAr8DT;Neutro
1544;#BBAS3 #CEF Bancos estatais caminham para privatização: http://t.co/BdPCdksAoB;Neutro
1546;$VALE3 - Vale R Doce (vale-n1) - Age Nao Instalada http://t.co/nHqRUdj59L;Neutro
1548;sobre amanha ecoville com aquela turminha de elet6::::::::::::::::::::::preguiça;Negativo
1553;"Já está disponibilizada no website de RI a apresentação de resultados do 4T13. 
Confira: http://t.co/psKWHcab95
$LIGT3";Neutro
1554;@Ricamconsult @StephenKanitz @valor_economico Análise dos fundamentos de #Eletrobrás #ELET3 #ELET5 #ELET6) DEZ/2013   http://t.co/YMNKYqSX8I;Neutro
1555;Vale distribuirá aos seus acionistas R$ 0,899 por ação a partir de 30 de abril: Valor refere... http://t.co/nY3YvqeyV1 #infomoney #vale5;Neutro
1556;Rastreamento ações-Gráfico diário-16h. Analise se romper: ALSC3 18,38 ARTR3 19,14 BBRK3 5,10 BBSE3 26,01 CPFE3 19,51 ELPL4 9,03 ENBR3 10,03;Positivo
1557;BREAKING NEWS: Ações #PETR4, #BBAS3 e #ELET6 disparam com queda na popularidade de Dilma;Positivo
1558;#BBDC4 Suportes e resistências http://t.co/X3duJWXJaj;Neutro
1560;OP em ITUB4 e BBDC4 concluidas com saldo positivo. Agora é sair pra tomar um chope. A final hj é sexta :);Positivo
1563;@daniloportela @hengsf opões em PETR4;Neutro
1564;"PETR4 trancou em 14,00

Da lhe Dona Dilma ... Conseguindo falir a maior empresa do Brasil";Negativo
1572;#ecor3 coisa linda!!!!!;Positivo
1573;@ferrisss professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?;Neutro
1582;$RENT3 - Localiza (rent-nm) / Cyrela Realt (cyre-nm)- Dfs Em Ingles De 31/12/2013 http://t.co/08hUtSe7BK;Neutro
1583;@jprcampos @carlos_munhoz vc diz conhecer bem o mercado… ugpa3 está longe de ser uma X, que foi patrocinada por irresponsáveis.;Negativo
1584;Vale e Ambev perdem R$ 15 bi em valor e small cap sobe 26% 'sem motivo': Anhanguera dispara ... http://t.co/zlztvmAOJU #infomoney #vale5;Neutro
1591;Desempenho das ações do Itaú Unibanco na semana passada:na Bovespa - ITUB4:0,59% e ITUB3: -0,42%,na NYSE - ITUB:-0,69%,Índice Bovespa:0,47%.;Neutro
1593;OIBR4 vender por R$ 4,27 indicado em 17/02/2014 11:49 http://t.co/zJRs3Eeyz9;Neutro
1594;RT @ReidasBlueChips: @valor_economico @valor_consultor @bussoladoinves Análise dos fundamentos do #BancodoBrasil- #BBAS3 até DEZ/2013. http…;Neutro
1595;e #MMXM3 continua... ja já a #LLXL3 perde os R$0,80...ai quero ver!;Neutro
1596;$BBAS3 - É hoje: STF julga bancos nacionais [Newsletter ADVFN] http://t.co/R8T7JNyVG4;Neutro
1597;Rastreamento ações-Gráfico diário14h. Analise se romper:BBDC4 27,66 BRML3 18,61 CTIP3 25,22 IFNC 4025,25 PFRM3 17,74 PSSA3 32,59 VIVT4 44,91;Neutro
1598;RT @bobdevonne: Estou a ver-vos @joanarauhl  @mel_cruz3  @Angela_dias24  @imcharliedrew http://t.co/zcOsA3I1jd;Neutro
1602;RT @Angela_dias24: Hoje é a reunião ..;Neutro
1603;$PETR3 - Petrobras (petr) - Esclarecimento Sobre A Plataforma P-55 http://t.co/sncQaeb1xB;Neutro
1605;$ELET3 - Eletrobras (elet-n1) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/emc3Kto0Sp;Neutro
1606;"#BBSE3 - Corretora escolhe 2 novas 'Top Picks' para a semana - InfoMoney 
Veja mais em: http://t.co/y3d2ARtAem";Neutro
1610;repique de oibr4 na abertura do pregão. anotem aí. forte.;Negativo
1611;"RT @imcharliedrew: hoje escorreguei 2 vezes

no azeite";Negativo
1612;RT @Live_Trade: Krk siderurgia em peso aparecendo aqui p/ cp csna3, ggbr4, goau4, usim5...reação do setor? vamos ver na segunda se confirma;Positivo
1622;A última indicação da #ITUB4 resultou em 16.13 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
1624;@Zaga_Silos Açoes Petr4 valia 4,26 hoje vale 14,42. Lucro de 2002 foi de 8 bilhoes, em 2013 foi de 23 bilhoes.;Neutro
1626;#PETR4 15 min - acho que nao! (mensagem: 952919)  http://t.co/32XqwNSA6Y;Neutro
1627;Rastreamento ações-Gráfico diário-12h. Analise se romper:ABEV3 17,19 BVMF3 11,55 CMIG4 15,96 CPFE3 18,99 CPLE6 30,83 CYRE3 13,75 HYPE3 16,72;Positivo
1630;RT @Zparaujo: A véia do neurônio solitário caiu nas pesquisas, resultado PETR4 subindo 6,7%,;Positivo
1631;Oibr4 segue firme;Positivo
1634;Arbitragem desequilibrou pros dois lados! Dois pênaltis de um lado, um pênalti e expulsão do outro. Ai já sabe o que deu né?;Negativo
1635;Análise - 16.04.14 - IBOV, PETR4, VALE5, MILS3, ABEV3, AMAR3, CIEL3, DIRR3 e ALSC3. Assista! http://t.co/NviWajZ1M8;Positivo
1636;ECOR3 - ECORODOVIAS ON jscp ||aprov 25/3/2014||dataex 26/3/2014||pagto n/d||ECOR3 R$0,037497502 http://t.co/XRxkJbNvZ4;Neutro
1638;Rastreamento ações-Gráfico diário-11h. Analise se romper:  BOVA11 48,15 BRML3 18,30 CPFE3 18,01 ICON 2301,35 INDFUT 49638,79 IVBX 6899,17;Neutro
1640;Ações da VALE também em alta. Vale3, +2,10% e Vale5, +1,60...;Neutro
1641;$HYPE3 - Hypermarcas (hype-nm) - Alteracao Do Calendario De Eventos Corporativos http://t.co/HP72g7Zb6z;Neutro
1643;Sera k petr4 já entrou na baixa?;Neutro
1644;RT @cafecomtorradas: É muita inocência achar que o prejuízo da #PETR4 foi só idiotice. A 'revolução' - e o partido - precisam de muito $ pr…;Negativo
1645;CPI exclusiva da Petrobras + Pesquisa eleitoral da CNT a sair dia 28… Acho que vai dar um gás na Petr4;Positivo
1650;Dados corporativos - Arezzo (ARZZ3) e Ecorodovias (ECOR3). #VisaoAtiva http://t.co/VM96aphDPP;Neutro
1652;Petrobras e Eletrobras subindo mais de 2%. Por favor, Vox Populi (hoje) e Ibope (amanhã), não nos decepcione ! #PETR4 #ELET6;Positivo
1654;Vale5, gráfico diário. Fechamento em R$ 27.61 com alta de 1.66%. http://t.co/j6DDUeV9bV;Neutro
1655;RESULTADOS CORPORATIVOS DE Cesp (CESP6) e Cemig (CMIG4) http://t.co/FC03Zq5XHi;Neutro
1657;#petr4 12 cents de stop operação encerrada;Neutro
1658;#alll3 ontem por 02 cents não entrei no papel, mas estratégia está aí p/ ser respeitada, entro no PB;Positivo
1661;@eniosang E ela, a #brml3 continua segurando a alta recente. Buunituuu ....;Positivo
1662;É, véi... PETR4 é COMPRA, quem diria...;Negativo
1663;RT @joanarauhl: tive  no rs com as minhas damas;Neutro
1664;Ativo c/ vol Financeiro Superior à sua MM21-14h: ECOR3 FNAM11 MMXM3 PFRM3 POMO4 RADL3;Neutro
1666;"INTRADAY PETR4: Suportes 15,65 e 15,89 e resistências 16,35 e 16,57
INTRADAY VALE5: Suportes 27,28 e 27,71 e resistências 28,54 e 28,94";Neutro
1667;Macktrader Investimentos : Vale PN (VALE5), Gráfico Diário. Ação está testando a média móvel de... http://t.co/WrCbxhVxTJ;Neutro
1679;#LAME4 - Lojas Americanas tem lucro de R$ 273,2 mi no 4º tri - http://t.co/gWj9FjnUUU;Positivo
1680;@will_vs igual a petr4 13,45 em um dia e 13,49 no outro;Positivo
1682;"OS GOLPES NA PETROBRÁS #petrobras #petr4

Muitos brasileiros honestos investiram suas economias na PETROBRÁS ao... http://t.co/VyniMo8CSW";Negativo
1693;#ECOR3: esse pedágio pode ficar ainda mais caro!!! Gráfico semanal, alvo longo stop curto. Who knows? http://t.co/PtbsbuiZN3;Negativo
1694;CCRO3 - cancelado o gatilho, só está valido BRML3 no momento.;Neutro
1695;Prepare-se para o pregão de hoje! Assista: IBOV, PETR4, VALE5, RADL3, CSNA3, KROT3, PSSA3 e BTOW3. http://t.co/uidGQpknfe;Neutro
1696;@RaphaFigueredo tem que romper os 9,03 inicialmente. CTIP3 também me parece uma boa. Tend. alta e após correção, próximo a mm20.;Positivo
1705;Prepare-se para o próximo pregão. Análise: IBOV, PETR4, VALE5, GGBR4, CSNA3, MDIA3, MPLU3, TIMP3 e ESTC3. Assista! http://t.co/j6C203Pp4i;Neutro
1707;Tb afirmo isso! Estou dentro de uma obra deles. @JHF_Oficial erro a Petro ser cabide de emprego @valor_economico Dilma é responsável #petr4;Negativo
1709;RT @joanarauhl: não me apetece nada ler a porcaria do livro;Negativo
1711;Atualização do estudo do IBOV, índice futuro, VALE5, PETR4 E Boi gordo em 27/03/14: http://t.co/Vl9Xr9bZw1 via @YouTube;Neutro
1716;#ITUB4 Suportes e resistências http://t.co/MwL9JDL7iC;Neutro
1718;$BBAS3 - Novo corte: BB, Bradesco e Itaú rebaixados [Newsletter ADVFN] http://t.co/t9T6MkzNhI;Neutro
1720;Daqui a pouco estarei olhando as #ondasdeelliot de #petr4 , #vale5 e setups dos #robos e estratégias do software @TraderGrafico;Neutro
1721;RT @chrinvestor: Imposto sobre bebidas vai subir em Abril. O setor foi um dos escolhidos para ajudar o governo a atingir a meta fiscal em 2…;Neutro
1722;#cmig4 Pelo o que vi segunda e terça cmig está inclinada para alta.;Neutro
1723;$IBOV - BM&amp,FBOVESPA (BVMF3) divulga segunda prévia do IBOVESPA http://t.co/aLk9EYi2l0;Positivo
1724;Coitada da Graça Foster. Tem o feeling, conhece a @petrobras, mas tem q fazer o q o governo manda. E ele manda ruim. #PETR4;Negativo
1727;#IBOV #SUZB5 Lucro da Suzano cresce quase seis vezes, para R$ 201 milhões: http://t.co/jQDiqoijRw;Positivo
1729;Jean Willas tá esperneando no TT por causa da debandada do PMDB na votação da Petr4... Espera q vem mais, ser nojento!!;Negativo
1733;@joanarauhl tudo bem docinho;Positivo
1734;Rastreamento ações-Gráfico diário-11h. Analise se romper:  BBDC3 29,87 BBDC4 28,00 CTIP3 25,55 MULT3 46,44;Neutro
1738;"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 20,10 (+1,26%) com volume de R$ 21,40 mm.
$LIGT3";Neutro
1739;Rastreamento ações-Gráfico diário-12h. Analise se romper: BOVA11 51,06 BVMF3 11,64 CYRE3 13,93 ECOR3 14,04 GFSA3 3,81 HYPE3 16,54;Neutro
1741;$USIM5 - Aviso de Webcast: Usinas Siderúrgicas de Minas Gerais S.A. - USIMINAS Anuncia a Webcast de sua http://t.co/wPlW65j1w0;Neutro
1743;@TeixeiraAires @BlackWizardX está bom para entrar na petr4...somente acho...;Positivo
1745;$ENBR3 - Energias Br (enbr-nm) - Material A Disposicao http://t.co/aCe1pdwhIa;Neutro
1749;@PBOLSA #IBOV fecha em baixa de 1,54% aos 45.533 pontos. #AL #BR #PETR4 #VALE5;Negativo
1752;$RSID3 - Rossi Resid (rsid-nm) - Alteracao Da Politica De Divulgacao De Fato Relevante http://t.co/gJVTbOY0uA;Neutro
1753;RT @RaphaFigueredo: #ELPL4 acho que está armando um COMPRÃO como poucas vezes já visto. #deolho;Neutro
1755;INTERESSANTE: A boa notícia do dia vem da China e a Vale3, sobe só 0,80% e a Vale5, +0,89%;Positivo
1759;$BBAS3 - Brasil (bbas-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/N0DE4XbwLX;Neutro
1762;Não foi possível fazer gravação Vídeo ações. Seriam comentadas: ALUP11,AMAR3,CRUZ3,EVEN3,TOTS3,UGPA3,VLID3,ALLL3,BBSE3 e ENBR3;Neutro
1764;$BBDC4 RT @ativacorretora: Lucro do Bradesco sobe 18% no 1º trimestre de 2014! Confira os dados   http://t.co/4u7vacvxtk;Positivo
1766;$CRUZ3 - Souza Cruz (cruz) - Pagamento De Dividendo (valor Atualizado) http://t.co/cfGtKSZ07F;Positivo
1767;Venda (pelo grafico semanal) de mrve3 bateu na RP!;Positivo
1768;@AASchwartz @piacesiramos @moacirbtu rsrs vendeu Csna3 ...fui movendo o stop ...tomei um stop mas com lucro VC não faz isso?;Neutro
1770;Vcs sabem como o PT rebate um escândalo igual a esse da Petr4?! Ñ?! Com outro escândalo no prazo máx de 1semana #ModusOperandiPetista;Negativo
1773;Análises técnicas para #IBOV, #PETR4 e #CMIG4 http://t.co/wu2RvkGqqh;Neutro
1776;Essa notícia do recorde de produção da #PETR4 no pré sal ta com uma cara de ter vindo pra tentar defender fundo...;Negativo
1778;Pra você que é apaixonado pela Lua! #semfiltro #nofilter #lua #moon # http://t.co/Rqy6El7yIV;Positivo
1779;Projeção para o preço de abertura da #VALE5 em função da arbitragem da ADR e do dolar deste momento: R$ 28,78;Neutro
1780;[18h22] Maiores Altas: CESP6 +3,75% | ELET6 +2,63% | MRFG3 +2,50% | GGBR4 +2,47% | GOAU4 +2,36%.;Positivo
1781;caramba ... hoje a #PETR4 tocou (na verdade está nela ...) a média de 200 meses !!!!! o.O Isso nunca aconteceu !!!;Positivo
1782;RT @ubrals: Por tudo que foi abusado da outrora promissora PETR4  #EuApoioCPIdaPetrobras;Negativo
1783;@ppaulovagner A pessoa ve #BBAS3 sair de 20,00 e bater 28,50 em dezembro/13 e depois ve o mesmo papel nos R$ 20,xx em janeiro e não faz nada;Neutro
1784;RT @NunoDias6: É aquela cena, quando magoam os amigos magoam-nos a nós;Neutro
1787;O estado não consegue prover educação e ainda atrapalha quem o faz. É impressionante! @chrinvestor: MP recomendou ao Cade #AEDU3 #KROT3;Negativo
1788;"PETR4 Petrobras -1.7% 12,56 

PETRALHAS FILHOS DA PUTA";Negativo
1789;$GOLL4 - GOL Anuncia Lançamento de Voo Direto entre Fortaleza e Buenos Aires http://t.co/P08eltfYsP;Neutro
1790;@piacesiramos @Jgrafista11 abaixo de R$ 16,98 complica. #PETR4 no limite dos suportes.;Negativo
1791;#Intraday Maiores altas do #Ibov: CESP6 +5,8% DASA3 +5,0% BBDC3 +4,9% OIBR4 +4,2% OIBR4 +4,2% BBDC4 +3,6%;Neutro
1792;"RT @ppaulovagner: Hã? Nunca ficaram.
RT @_ldeassis_: Lembrando que, quando as ações PETR3 e PETR4 estavam abaixo de R$ 10 ano passado, eu f…";Negativo
1793;CMIg4 - acionado - parametros http://t.co/MPfzB6Vj0o;Neutro
1795;$PETR4 - Petrobras: Polícia Federal apreende documentos [Newsletter ADVFN] http://t.co/Lp8lM9FubO;Neutro
1797;$CIEL3 - Cielo (ciel-nm)-ago/e -31/03/2014-10h00-bonificacao/alteracao Do Estatuto Social http://t.co/ZODi2E6KmJ;Neutro
1801;#Petrobrás PN (PETR4), Gráfico Diário. Ação sobe fo... http://t.co/sROpyWPblN;Neutro
1802;Rastreamento ações-Gráfico diário-14h. Analise se romper:  ABEV3 16,84 BBDC3 30,89 BVMF3 10,51 CCRO3 16,99 CRUZ3 21,20 CSMG3 33,77;Neutro
1804;A última indicação da #OIBR4 resultou em -0.75 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Negativo
1812;"INTRADAY PETR4: Suportes 13,08 e 13,25 e resistências 13,66 e 13,90
INTRADAY VALE5: Suportes 27,78 e 27,94 e resistências 28,35 e 28,60";Neutro
1813;Olha as corretoras que mais compararam a ação PETR4 da Petrobras - http://t.co/6hdGKu7et4 http://t.co/5HLoD6fgx8;Neutro
1814;#suzb5 ta em queda brava. Não sei se é algum problema da empresa ou especulação msm. Ficar de olho para tentar pescar uma virada;Negativo
1821;$CSAN3 - Cosan (csan-nm) - A Empesa Enviou O Seguinte Comunicado: http://t.co/ameZuf8edc;Neutro
1822;@chrinvestor @denisebarbosa @GutoAbranches @StephenKanitz   Análise dos fundamentos  #Embraer #EMBR3 até ITR 03/2014 http://t.co/nnLJG5AhIp;Neutro
1823;$ELET3 - Eletrobras (elet-n1) - Proposta A Ago (juros Sobre O Capital Proprio) http://t.co/uNETqgtLAP;Neutro
1826;Hoje troco minha elétrica, #CPFE3 por #CPLE6;Positivo
1827;“@JornalMercantil: China planeja reduzir importação de minério de ferro http://t.co/Yqyjr6Z2fB” #vale5;Neutro
1829;RT @ativacorretora: Resultado corporativo da Gol Linhas Aéreas(GOLL4)  e S&amp,P rebaixa nota de mais 13 empresas brasileiras. Leia mais http:/…;Negativo
1830;"Dos bancões, só #BBAS3 cai. Ontem tomaram aluguel de 2x volume negociado no dia. Será que tem coisa aí?
@ferrisss @dfittarelli";Negativo
1831;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 18,80 (+0,64%) com volume de R$ 11,80 mm.
$LIGT3";Positivo
1833;Estou a ver-vos @joanarauhl  @mel_cruz3  @Angela_dias24  @imcharliedrew http://t.co/zcOsA3I1jd;Neutro
1834;LREN3 bateu no objetivo do Anderson agora, quer ver e saber quais as operações do Anderson, entre em contato: centraltrader@hotmail.com;Neutro
1838;Qto mais mexe, mais merda aparece #petr4 É inacreditável Dilma ter aprovado compra de Pasadena, diz Marina http://t.co/APome9qgES;Negativo
1840;Análise - 23.05.14 - IBOV, PETR4, VALE5, QUAL3, AEDU3, RENT3, CSMG3 e USIM5. Assista! http://t.co/7WoozXrwIK;Neutro
1844;Ativo c/ vol Financeiro Superior à sua MM21-16h: ARTR3 ARZZ3 BBDC3 BBRK3 BHGR3 BRFS3 BVMF3 CIEL3 CMIG4 DASA3 FLRY3 FNAM11 IDIV IMAT ITUB3;Neutro
1848;#VALE5 Alguém sabe dizer qual a vantagem das opções ? E o HOME BROKER ?;Neutro
1851;Bradesco PN (BBDC4), Gráfico Diário. http://t.co/8nh3KR9rVT;Neutro
1854;#VALE5 - Análise #Ichimoku - pregão de sexta-feira, 28 de fevereiro. http://t.co/kEreB1xgU4;Neutro
1856;Petrobrás Pn (Petr4), Gráfico Diário. Ação registr... http://t.co/Zsml5piTaT;Neutro
1857;RT @PBOLSA: #MEAT #BOVESPA #JBSS3 #FRIBOI IPO da JBS Foods ajudaria JBS a financiar investimentos: http://t.co/v9DrUDFco8;Neutro
1858;#goau4 ganhou recomendação de compra de uma corretora e já reflete no preço. #bbas3 disparou ontem, rompeu resistência e Mm: COMPRAR!;Positivo
1859;@deisyliliana6 #SAMI_CRUZ3;Neutro
1861;Conforme avaliado, #itub4 estopou e ta andando de lado. Continuaremos de olho. #abev3 ta estranho, se romper suporte, vou vazar.;Neutro
1862;@clubedopairico namorando???? casado faz tempo VALE5 hj e a OGX com grife;Positivo
1864;RT @chrinvestor: Vivo (#VIVT4) - Uma empresa q decepciona o indivíduo q é cliente mas alegra aquele q a escolheu para ser acionista. Parece…;Negativo
