text,texto_unido,sentFator
análise e dados da vale (vale5) - confira http://t.co/vo9t23o3bi,análise e dar da valer ( vale5 ) - conferir http : //t.co/vo9t23o3bi,Positivo
"rt @jgrafista11: nos 60 min da #petr4 podemos ter feito uma onda 5 de topo , uma c de topo e abaixo de 14,45 alvos 13,75 13,55 e 13,40 http…","rt @ jgrafista11 : o 60 min da # petr4 poder ter fazer umar onda 5 de topar , umar c de topar e abaixar de 14,45 alvo 13,75 13,55 e 13,40 http…",Positivo
$bbas3 - banco do brasil (bbas-nm) - relatorio de analise gerencial   reapresentacao http://t.co/06h7ncc4jq,$ bbas3 - banco do brasil ( bbas-nm ) - relatorio de analisar gerencial reapresentacao http : //t.co/06h7ncc4jq,Positivo
"ibovespa vai mesmo nos 44.000 pontos 'for while'. daqui a 200 anos qdo o pt sair do poder ela deve subir, ibov petr4 vale5","ibovespa ir mesmo o 44.000 ponto 'for while ' . daqui o 200 ano qdo o pt sair do poder ele dever subir , ibov petr4 vale5",Negativo
#abev3 - ambev vai manter preço da cerveja sem aumento até o fim da copa - http://t.co/uqvcmid5pg,# abev3 - ambev ir manter preço da cervejar sem aumentar até o fim da copar - http : //t.co/uqvcmid5pg,Neutro
"rt @joanarauhl: eu adoro a minha stora de história, mesmo que ela seja bué má ás vezes ela tem uma personalidade mesmo fixe","rt @ joanarauhl : eu adorar o meu stora de história , mesmo que ele ser bué mau ás vezar ele ter umar personalidade mesmo fixar",Positivo
"rt @ferrisss: petr4: estatal tenta separar em duas partes o campo d lula (bacia de santos), mas a agência vê estratégia d empresa p pagar m…","rt @ ferrisss : petr4 : estatal tentar separar em dois partir o campar d lula ( bacia de santo ) , mas o agência ver estratégia d empresar p pagar m…",Neutro
"pro buraco! kk é mais fundo. rt @live_trade: #petr4 no limite ....em cima do muro, vamos empurrar p/ qual lado?","pro buracar ! k ser mais fundir . rt @ live_trade : # petr4 o limitar .... em cima do murar , ir empurrar p/ qual lado ?",Negativo
"concórdia recomenda 15 papéis para comprar nessa semana, confira: as três carteiras da corre... http://t.co/0k8egyu3pd #infomoney #vale5","concórdia recomendar 15 papel parir comprar nessa semana , conferir : o três carteiro da correr ... http : //t.co/0k8egyu3pd # infomoney # vale5",Positivo
a última indicação da #goll4 resultou em -4.81 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # goll4 resultar em -4.81 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Negativo
rt @alexandradd25: este tempo está lindoooo,rt @ alexandradd25 : este tempo estar lindoooo,Positivo
"ôrrrra, finarmenti, hein!! | fhc muda discurso e diz que apoia cpi para investigar #petr4 #pasadena http://t.co/33wj6nbvww via @estadao","ôrrrra , finarmenti , hein ! ! | fhc mudo discursar e dizer que apoiar cpi parir investigar # petr4 # pasadena http : //t.co/33wj6nbvww ver @ estadao",Positivo
só uma observação de quem tá comprado em itub4 e bbdc4: rebaixa nóis seus tonto!,só umar observação de quem tá comprar em itub4 e bbdc4 : rebaixar nóis seu tonto !,Negativo
"(-) usim5, usim3 e csna3: cade decide que csn terá de reduzir participação na usiminas
o conselho administrativo... http://t.co/4tpso1oeiu","( - ) usim5 , usim3 e csna3 : cade decidir que csn ter de reduzir participação o usiminas o conselho administrativo ... http : //t.co/4tpso1oeiu",Negativo
opa de olho usim5,opar de olhar usim5,Neutro
bbas3 confirma engolfo de baixa do dia 6. o que significa e como identificar esse padrão dos candlesticks. assista! http://t.co/ehhh5yl5sy,bbas3 confirmar engolfar de baixo do dia 6. o que significar e comer identificar esse padrão dos candlesticks . assistir ! http : //t.co/ehhh5yl5sy,Neutro
a última indicação da #petr4 resultou em 9.05 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # petr4 resultar em 9.05 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
$estc3 - estacio part (estc-nm) - demonstracoes financeiras de 31/03/2014 (cons) http://t.co/ne3nwkbnax,$ estc3 - estacio part ( estc-nm ) - demonstracoes financeiro de 31/03/2014 ( cons ) http : //t.co/ne3nwkbnax,Neutro
"rastreamento ações-gráfico diário-16h. analise se romper:  pcar4 99,03","rastreamento ações-gráfico diário-16h . analisar se romper : pcar4 99,03",Neutro
"macktrader investimentos : petrobrás pn (petr4), gráfico diário. ação sobe forte com volume... http://t.co/wfe9wpt8sz","macktrader investimento : petrobrás pn ( petr4 ) , gráfico diário . ação subir forte com volumar ... http : //t.co/wfe9wpt8sz",Positivo
"a light s.a. fechou o dia de hoje ao preço de r$ 18,75 (+0,54%) com volume de r$ 17,85 mm.
$ligt3","o light s.a. fechar o dia de hoje ao preço de r $ 18,75 ( +0,54 % ) com volumar de r $ 17,85 m . $ ligt3",Positivo
"bb investimentos troca 5 ativos de sua carteira, veja recomendações: neste mês, entraram as ... http://t.co/6nvfuxbw1p #infomoney #vale5","b investimento trocar 5 ativos de suar carteiro , ver recomendação : neste mês , entrar o ... http : //t.co/6nvfuxbw1p # infomoney # vale5",Neutro
"#bbdc3 - bradesco vê lucro subir 18% e atingir r$ 3,47 bilhões no 1º trimestre - http://t.co/rijtikh6ey","# bbdc3 - bradesco ver lucrar subir 18 % e atingir r $ 3,47 bilião o 1º trimestre - http : //t.co/rijtikh6ey",Neutro
#vale5 fechou no padrão 'chapéu de ching ling' http://t.co/yfh1eryfjn,# vale5 fechar o padrão 'chapéu de ching ling ' http : //t.co/yfh1eryfjn,Negativo
rt @imcharliedrew: podem explicar-me o que é que está a acontecer?????????????????,rt @ imcharliedrew : poder explicar-me o que ser que estar o acontecer ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,Negativo
"#vale5 respeitou fundo anterior.
#todeolho http://t.co/ceyklkkad6",# vale5 respeitar fundir anterior . # todeolho http : //t.co/ceyklkkad6,Positivo
"ontem tinha separado enbr3, espero pb","ontem ter separar enbr3 , esperar pb",Neutro
"reveses ameaçam metas de petróleo e gás da petrobras em 2014infomoneyrio de janeiro - a petrobras (petr3, pe... http://t.co/f61nfgpwjk","revés ameaçar meter de petróleo e gás da petrobras em 2014infomoneyrio de janeiro - o petrobras ( petr3 , pe ... http : //t.co/f61nfgpwjk",Negativo
$goll4 - gol divulga edital de convocação para ago http://t.co/giyjnj73g0,$ goll4 - gol divulgar edital de convocação parir ago http : //t.co/giyjnj73g0,Neutro
$bbas3 - banco do brasil (bbas-nm)- demonstracoes financeiras em ifrs de 31/12/2013 http://t.co/sglpej8tjl,$ bbas3 - banco do brasil ( bbas-nm ) - demonstracoes financeiro em ifrs de 31/12/2013 http : //t.co/sglpej8tjl,Positivo
"foi lá agora é aguardar!!!! rt @live_trade: #vale5 26,28 o de 15 que fechar acima, cp rompimrnto","ser lá agora ser aguardar ! ! ! ! rt @ live_trade : # vale5 26,28 o de 15 que fechar acima , cp rompimrnto",Positivo
ações ex-dividendos hoje: mrve3 e sula11. as cotações históricas foram ajustadas. saiba mais! http://t.co/c7k4dudid2,ações ex-dividendos hoje : mrve3 e sula11 . o cotação histórico ser ajustar . saber mais ! http : //t.co/c7k4dudid2,Neutro
"#king kong #petr4 fechando 60'acima 13,47, se romper 13,86 próx","# king kong # petr4 fechar 60'acima 13,47 , se romper 13,86 próx",Positivo
@live_trade adoro padroes de impulsao e reversao! fibr3 dando aquele caldinho na venda! abs,@ live_trade adorar padroes de impulsao e reversao ! fibr3 dar aquele caldo o vender ! abs,Neutro
"com 'combinação perfeita' e alívio chinês, petrobras e vale ganham r$ 5,5 bi em valor: com v... http://t.co/0svctyykej #infomoney #vale5","com 'combinação perfeito ' e alívio chinês , petrobras e valer ganhar r $ 5,5 bi em valor : com v ... http : //t.co/0svctyykej # infomoney # vale5",Positivo
então é tipo elet3 vs cambi 1,então ser tipo elet3 vs cambi 1,Neutro
"rt @leidyjuana1: ♥&lt,antes de empezar-santiago cruz3♥","rt @ leidyjuana1 : ♥ & lt , antar de empezar-santiago cruz3♥",Positivo
$pbr (adr petr4) falhou o teste de quebra da ltb....,$ pbr ( adr petr4 ) falhar o testar de quebrar da ltb ....,Negativo
"fibonacci na #goll4 se romper suporte de 13,80, pode devolver os ganhos dos últimos dias","fibonacci o # goll4 se romper suportar de 13,80 , poder devolver o ganho dos último dia",Neutro
#petr3 #petr4 - fitch afirma rating da petrobras em bbb com perspectiva estável - http://t.co/o6p9us6gv4,# petr3 # petr4 - fitch afirmar rating da petrobras em bbb com perspectivo estável - http : //t.co/o6p9us6gv4,Neutro
"compra de qual3, eqtl3 e brpr3 - 26/05/2014 http://t.co/2qqft41vud","comprar de qual3 , eqtl3 e brpr3 - 26/05/2014 http : //t.co/2qqft41vud",Positivo
$bbdc3 - bradesco (bbdc-n1) - relatorios de analise gerencial http://t.co/npevwwoqto,$ bbdc3 - bradesco ( bbdc-n1 ) - relatorios de analisar gerencial http : //t.co/npevwwoqto,Neutro
$petr3 - petrobras (petr) - plataforma p-58 entra em operacao no parque das baleias http://t.co/dnibc1h21z,$ petr3 - petrobras ( petr ) - plataforma p-58 entrar em operacao o parque das baleia http : //t.co/dnibc1h21z,Positivo
$sbsp3 - sabesp (sbsp-nm) - alteracao do calendario de eventos corporativos http://t.co/lzkdsaxoqv,$ sbsp3 - sabesp ( sbsp-nm ) - alteracao do calendario de evento corporativo http : //t.co/lzkdsaxoqv,Neutro
pdgr3 vender a r$ 1.47 indicado em 05/03/2014 14:18 e finalizou a compra com resultado de r$ -0.09 ou -5.77 % http://t.co/kgt1yitbf7,pdgr3 vender o r $ 1.47 indicar em 05/03/2014 14:18 e finalizar o comprar com resultar de r $ -0.09 ou -5.77 % http : //t.co/kgt1yitbf7,Neutro
"17/04/14 - 17:18: maiores altas: bbas3 4,71% r$24,20, elpl4 4,26% r$9,29, petr3 4,04% r$15,69, petr4 3,99% r$16,41, ggbr4 3,91% r$13,81.","17/04/14 - 17:18 : maior alto : bbas3 4,71 % r $ 24,20 , elpl4 4,26 % r $ 9,29 , petr3 4,04 % r $ 15,69 , petr4 3,99 % r $ 16,41 , ggbr4 3,91 % r $ 13,81 .",Neutro
"macktrader investimentos : petrobrás pn (petr4), gráfico semanal. estudo das médias móveis x... http://t.co/hatev1wuro","macktrader investimento : petrobrás pn ( petr4 ) , gráfico semanal . estudar das médio móvel x ... http : //t.co/hatev1wuro",Positivo
concórdia indica 15 papéis para investir neste mês: a corretora optou por fazer apenas uma a... http://t.co/tvv9dckmrs #infomoney #vale5,concórdia indicar 15 papel parir investir neste mês : o corretor optar por fazer apenas umar o ... http : //t.co/tvv9dckmrs # infomoney # vale5,Positivo
brkm5 comprar a r$ 16.45 indicado em 19/03/2014 12:20 e finalizou a venda com resultado de r$ 1.37 ou 8.33 % http://t.co/kgt1yitbf7,brkm5 comprar o r $ 16.45 indicar em 19/03/2014 12:20 e finalizar o vender com resultar de r $ 1.37 ou 8.33 % http : //t.co/kgt1yitbf7,Neutro
$sbsp3 - sabesp (sbsp-nm) - negociacao com a emae para resolucao de acoes http://t.co/d192xgqfkv,$ sbsp3 - sabesp ( sbsp-nm ) - negociacao com o emae parir resolucao de acoes http : //t.co/d192xgqfkv,Neutro
"prepare-se para o próximo pregão! assista à análise - ibov, petr4, vale5, smle3, mglu3, brkm5, usim5, rapt4 e ligt3. http://t.co/9zsvevyjat","prepare-se parir o próximo pregão ! assistir à análise - ibov , petr4 , vale5 , smle3 , mglu3 , brkm5 , usim5 , rapt4 e ligt3 . http : //t.co/9zsvevyjat",Positivo
petr4 comprar a r$ 13.32 indicado em 19/03/2014 14:10 e finalizou a venda com resultado de r$ 1.06 ou 7.96 % http://t.co/kgt1yitbf7,petr4 comprar o r $ 13.32 indicar em 19/03/2014 14:10 e finalizar o vender com resultar de r $ 1.06 ou 7.96 % http : //t.co/kgt1yitbf7,Neutro
marfrig (mrfg3) – divulgou seu resultado do 4q13 apresentando boa melhora com números acima da expectativa. #visãoativa,marfrig ( mrfg3 ) – divulgar seu resultar do 4q13 apresentar bom melhorar com número acima da expectativa . # visãoativa,Positivo
"@live_trade marcos, vc se manteve na comrpa da goll4? deu um belo up side....","@ live_trade marco , vc se manter o comrpa da goll4 ? dar um belo up side ....",Positivo
"rastreamento ações-gráfico diário-16h. analise se romper:alll3 7,03 bbtg11 27,21 ccro3 16,43 ecor3 13,03 estc3 22,11 gfsa3 3,29","rastreamento ações-gráfico diário-16h . analisar se romper : alll3 7,03 bbtg11 27,21 ccro3 16,43 ecor3 13,03 estc3 22,11 gfsa3 3,29",Neutro
ativo c/ vol financeiro superior à sua mm21-12h: estc3 eurfut rdni3 sled4,ativo c/ vol financeiro superior à suar mm21-12h : estc3 eurfut rdni3 sled4,Neutro
"dilma presidente do conselho #petr4 há! @sakabrasil2 por experiência, colocar tartaruga chiliquenta como gerente no alto do poste é prática","dilma presidente do conselho # petr4 haver ! @ sakabrasil2 por experiência , colocar tartaruga chiliquenta comer gerente o alto do postar ser prático",Negativo
rt @umbiigo: a relação que eu tenho com os meus vizinhos é totalmente diferente como as que se vê nos filmes. eu sei lá o nome da velha cox…,rt @ umbiigo : o relação que eu ter com o meu vizinho ser totalmente diferente comer o que se ver o filme . eu saber lá o nome da velho cox…,Positivo
"llxl3 vai fazer fundo duplo se ela não consegue romper os 0,98. desde 09-2010 em linda tend. de baixa.","llxl3 ir fazer fundir duplo se ele não conseguir romper o 0,98. desde 09-2010 em lindo tend . de baixo .",Neutro
@ferrisss @minoritariosogp @traderbolsa @bussoladoinves análise dos fundamentos de #embraer #embr3 até itr de 03/2014 http://t.co/nnljg5ahip,@ ferrisss @ minoritariosogp @ traderbolsa @ bussoladoinves análise dos fundamento de # embraer # embr3 até itr de 03/2014 http : //t.co/nnljg5ahip,Neutro
"27/03 o ibovespa fechou em alta de +3,50%, aos 49.646 pts. destaques: elet3 +11,05%, llxl3 +9,78% e rsid3 +9,15%. http://t.co/j9yuof2ipy","27/03 o ibovespa fechar em alto de +3,50 % , aos 49.646 pts . destaque : elet3 +11,05 % , llxl3 +9,78 % e rsid3 +9,15 % . http : //t.co/j9yuof2ipy",Neutro
@topbovespa ... e bbas3 sobe 3%! faz sentido...,@ topbovespa ... e bbas3 subir 3 % ! fazer sentir ...,Neutro
$natu3 - natura (natu3) possui a marca mais valiosa da américa latina http://t.co/nhlq8neqx4,$ natu3 - natura ( natu3 ) possuir o marcar mais valioso da américa latino http : //t.co/nhlq8neqx4,Positivo
oibr4 - diário http://t.co/c7hqr0csmy,oibr4 - diário http : //t.co/c7hqr0csmy,Neutro
"@malcaetano : vários papéis com ima-entrada intetessante: ggbr4 a 0.85, vale5 a 0.85. surgindo compradores no mercado?","@ malcaetano : vário papel com ima-entrada intetessante : ggbr4 o 0.85 , vale5 o 0.85. surgir comprador o mercar ?",Positivo
"finalizando o dia com um stop loss em usiminas (usim5), porém com um lucro maior que 20% nessa operação de venda.... http://t.co/yrki2dgtij","finalizar o dia com um stop loss em usiminas ( usim5 ) , porém com um lucrar maior que 20 % nessa operação de vender .... http : //t.co/yrki2dgtij",Neutro
além da poupança: análise e opiniões - brfs3 e mdia3 - http://t.co/k8mc13fv9h,além da poupança : análise e opinião - brfs3 e mdia3 - http : //t.co/k8mc13fv9h,Neutro
"timp3 cancelou o gatilho no semanal. ibov no semanal fazendo um repique, cancelando todos os gatilhos, normal. ainda tem bvmf3 e jbss3","timp3 cancelar o gatilho o semanal . ibov o semanal fazer um repicar , cancelar todo o gatilho , normal . ainda ter bvmf3 e jbss3",Neutro
"#bbas3 fêz onda 3 de fundo dia 19/02 e tem alvo de onda 4 entre 21,00 e 22,10 , sup em 19,30 e 18,00 http://t.co/6xvcwda8am","# bbas3 fêz onda 3 de fundir dia 19/02 e ter alvo de onda 4 entrar 21,00 e 22,10 , sup em 19,30 e 18,00 http : //t.co/6xvcwda8am",Positivo
"ibovespa sobe pelo 5º dia seguido, sem a colaboração da petr4, que cai 0,28%, vale5, em queda de 0,73% e vale3, -0,36%","ibovespa subir pelar 5º dia seguir , sem o colaboração da petr4 , que cair 0,28 % , vale5 , em quedo de 0,73 % e vale3 , -0,36 %",Neutro
a última indicação da #oibr4 resultou em 3.79 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # oibr4 resultar em 3.79 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
rt @r_oliveira_: iniesta conseguiu um pênalti tentando um drible raio-x. 1º tempo de ótimo futebol e 2º tempo de bastante discussão de arbi…,rt @ r_oliveira_ : iniesta conseguir um pênalti tentar um driblar raio-x . 1º tempo de ótimo futebol e 2º tempo de bastante discussão de arbi…,Neutro
"#bisa3 olhando p/ precipício, só falta o empurrão....","# bisa3 olhar p/ precipício , só falto o empurrão ....",Negativo
será que a csna3 vai lançar o terceiro programa de recompra?,ser que o csna3 ir lançar o terceirar programar de recomprar ?,Neutro
"rastreamento ações-gráfico diário-16h. analise se romper:gfsa3 3,81 hbor3 7,90  hype3 16,54 ibov 52344,52 itub4 35,77 ligt3 19,22 mglu3 7,19","rastreamento ações-gráfico diário-16h . analisar se romper : gfsa3 3,81 hbor3 7,90 hype3 16,54 ibov 52344,52 itub4 35,77 ligt3 19,22 mglu3 7,19",Positivo
"enquanto se questiona a força da bolsa brasileira, os ativos dos 2 principais bancos privados do país fazem máximas históricas #itub4 #bbdc4","enquanto se questionar o forçar da bolsar brasileiro , o ativos dos 2 principal banco privar do país fazer máximo histórico # itub4 # bbdc4",Positivo
"rt @stancatitrader: a #petr4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. ineficiente, inflada e corrupta é qu…","rt @ stancatitrader : o # petr4 cumprir o papel dela , ou ser , o empresar ser um retratar perfazer do governar . ineficiente , inflar e corrupto ser qu…",Negativo
#petrobrás anuncia descoberta de nova jazida de #propina no pré-sal e aumento da exploração do fisiologismo na bacia das almas. #petr4,# petrobrás anunciar descobrir de novo jazer de # propinar o pré-sal e aumentar da exploração do fisiologismo o bacia das almo . # petr4,Negativo
